_id,ciudad,contrato,descripcion,empresa,horario,origen,rating_empresa,requerimientos,salario,titulo,url_oferta
computrabajo_ba3b1a249c2e2201fe1f6940ea2954ea,"Bogotá, D.C.",Contrato a término fijo,"Importante empresa ubicada en el barrio Bravo Paez, dedicada a la producción y comercialización de productos para panadería, pastelería, etc, está en búsqueda de profesional contable o estudiantes , con experiencia de mas de dos años de experiencia, preferiblemente en empresas de alimentos.Principales funciones a desempeñar. 1. Llevar los registros contables de las transacciones financieras de la compañía en el software contable.2. Clasificar, preparar, codificar y registrar cuentas, facturas.3. Procesar cuentas por pagar.4. Procesar cuentas por cobrar.5. Elaborar comprobantes de ingreso y egreso.6. Registra los gastos.7. Registrar el pago de prestación de servicios.Entre otras funciones relacionadas al cargo.Salario: $2.000.000 + todas las prestaciones de ley.Horario: lunes a viernes de 7:00am a 5:00pm y sabados de 8:00am a 12:00m",GRUPO ALIANZA,Tiempo Completo,computrabajo,"3,95","Educación mínima: Universidad / Carrera Profesional
2 años de experiencia
Disponibilidad de viajar: No
Disponibilidad de cambio de residencia: No
","$ 2.140.000,00 (Mensual)",Contador Junior - Contratación inmediata,https://co.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-contador-junior-contratacion-inmediata-en-bogota-dc-E90AD3C6A425FD2E61373E686DCF3405#lc=ListOffers-Score-1
computrabajo_5900ffcbd2e2bc4f3a5328d73a8a5e85,"Bogotá, D.C.",Contrato a término indefinido,"Buscamos el mejor talento bilingüe, ¡anímate a ser parte de este gran equipo!¿Qué beneficios de ofrecemos?-Excelente ambiente laboral, diverso e inclusivo -Capacitación si no cuentas con experiencia -Contrato indefinido directamente con Manpower -Horarios: Lunes a Viernes de 7:30am a 5:30pm fines de semana y festivos OFF -$2'700.000  con prestaciones de ley -Modalidad híbrida ¿Qué necesitas? -Nivel de inglés avanzado C1 -Disponibilidad de tiempo completo NO NECESITAS EXPERIENCIA!",MANPOWER PROFESSIONAL LTDA,Tiempo Completo,computrabajo,"4,41","Educación mínima: Bachillerato / Educación Media
Idiomas: Inglés
Disponibilidad de viajar: No
Disponibilidad de cambio de residencia: No
","$ 2.700.000,00 (Mensual)",Specialist Sourcer I,https://co.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-specialist-sourcer-i-en-bogota-dc-656853DFCCB3F0DE61373E686DCF3405#lc=ListOffers-Score-2
computrabajo_42738e14b3338dba54da7e502db39b12,"Bogotá, D.C.",Contrato a término indefinido,"En IGT Solutions estamos en búsqueda de personas con dominio avanzado del idioma portugues  (B2+) e inglés (B1+) para desempañarte como Travel Associate en una de nuestras lineas relacionadas con el turismo y la aviación. ¡Te ofrecemos crecimiento dentro de la empresa, estabilidad laboral y un excelente ambiente de trabajo!Salario desde 2´500,000 + bonificaciones Todas las prestaciones de ley, firmas contrato a término indefinido, entrenamiento totalmente pago, trabaja solo 5 días a la semana, solo 43 hrs productivas semanales, turnos rotativos.Si cuentas con nivel de portugues B2+ e inglés  B1+ en adelante y vives en  Bogotá no dudes en aplicar. No requerimos experiencia previa. Si cuentas con disponibilidad de tiempo y tienes muchas ganas de aprender y crecer, ¿qué estas esperando?¡Aplica ya",IGT SERVICES AND TECHNOLOGIES COLOMBIA S.A.S,Tiempo Completo,computrabajo,,"Educación mínima: Bachillerato / Educación Media
Idiomas: Inglés ,Portugués
Disponibilidad de viajar: No
Disponibilidad de cambio de residencia: No
","$ 2.500.000,00 (Mensual)",Asesor Bilingue Portugues B2+,https://co.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-asesor-bilingue-portugues-b22500000-2days-off-en-bogota-dc-E7C03689FF80775A61373E686DCF3405#lc=ListOffers-Score-3
computrabajo_28b20e7a581f0df84cf0dfb7fced825d,"Bogotá, D.C.",Contrato a término indefinido,"Importante operadora de servicio de transporte público, requiere para su equipo Líder de compras Formación: Título profesional en disciplina académica del Área de Conocimiento en: Ingeniería Industrial, Administración de Empresas o áreas de administración con énfasis en logística y compras. Título de posgrado en la modalidad de especializaciónExperiencia requerida:Cuatro (4) años de experiencia en Compras sector transporte. Descripción del cargo: Liderar la planeación, adquisición de bienes, servicios y repuestos requeridos por la empresa, así como la selección, adscripción, evaluación y revaluación de proveedores, asegurando costos competitivos, calidad y tiempos acordes con las necesidades operativas y administrativas de la empresa.",S&A  Servicios y Asesorias,Tiempo Completo,computrabajo,"4,28","Educación mínima: Postgrado / Especialización
6 años de experiencia
Idiomas: Español
Conocimientos: Análisis, Liderazgo, Orientación al logro, Trabajo en equipo, Logística
Disponibilidad de viajar: No
Disponibilidad de cambio de residencia: No
","$ 5.400.000,00 (Mensual)",Líder de compras,https://co.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-lider-de-compras-en-bogota-dc-001E7AAE25AEE81061373E686DCF3405#lc=ListOffers-Score-4
computrabajo_1b73177b28d01abaefd273804dc5a5e3,"Bogotá, D.C.",Contrato civil por prestación de servicios,¡Trabaja con nosotros!Importante marca deportiva busca para su equipo de trabajo Aerografo con experiencia en atención y servicio al cliente.Indispensable tener conocimiento y manejo de aerografo. Jornada laboral: Viernes a domingo 8 horasSalario: 65.000 por turno,Espacio y Mercadeo S.A.S,Tiempo Parcial,computrabajo,"3,93","Educación mínima: Bachillerato / Educación Media
Menos de 1 año de experiencia
Disponibilidad de viajar: No
Disponibilidad de cambio de residencia: No
",,Asesor de servicio al cliente con manejo de aerografo - Bogotá trabajo fines de semana,https://co.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-asesor-de-servicio-al-cliente-con-manejo-de-aerografo-bogota-trabajo-fines-de-semana-en-bogota-dc-AB4FAE8170156AD061373E686DCF3405#lc=ListOffers-Score-5
computrabajo_9d123ad0b18077d5414c2d22cea1a3af,"Bogotá, D.C.",Contrato de Obra o labor,"En Jobandtalent empleamos a más de 15.000 profesionales en toda Colombia y ofrecemos oportunidades de empleo de forma constante para que siempre tengas un empleo a tu disposición. En este momento, estamos contratando REPRESENTANTE CANAL FERRETERO ¿Cuáles serán tus funciones?Cumplimiento cuota mensual asignada acorde a cada pdv. Implementación de las actividades en Punto de venta. Implementación de material P.O.P Reportar al área de información los resultados, diarios, semanales y mensuales acordes a cada solicitud. Encargado de ajustar y realizar los inventarios en Punto de Venta Dictar capacitaciones a personal en pdv¿Qué estamos buscando?Bachiller Área desempeño: Comercial Conocimientos específicos: Garantizar el cumplimiento de su cuota por medio de la correcta ejecución Y asesoría sobre la línea de adhesivos consumo y construcción. Experiencia específica: Experiencia en manejo de empresas de grandes superficies Competencias requeridas: Habilidades de negociación y técnicas comerciales Impacto e influencia Orientación hacia los resultados Capacidad para establecer relaciones comerciales. Tiempo de experiencia: 6 meses - 1 año ¿Qué te ofrecemos?*Salario: 1160000 + Prestaciones de ley*Horario: TIEMPO COMPLETO 8H DIAAplicando a esta oferta, acepto recibir mensajes por WhatsApp por parte de Jobandtalent con información sobre las vacantes y proceso de reclutamiento y contratación.",JOBANDTALENT CO S A S,Tiempo Completo,computrabajo,"4,61","Educación mínima: Bachillerato / Educación Media
Menos de 1 año de experiencia
","$ 1.160.000,00 (Mensual)",Representante asesor vendedor canal ferretero.,https://co.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-representante-asesor-vendedor-canal-ferretero-en-bogota-dc-969DFD577D7D814A61373E686DCF3405#lc=ListOffers-Score-6
computrabajo_efb5559aa3986eba49461698fe962ff6,"Bogotá, D.C.",Contrato a término fijo,"Importante empresa dedicada a la producción y comercialización de productos para panadería, pastelería, etc, está en búsqueda de profesional en ingeniería industrial con competencias de trabajo en equipo, comunicación y capacidad de análisis. Debe contar con mínimo 1 año de experiencia.Condiciones:Horario: Lunes a sábado de 6:00am a 3:00pmSalario: $1.800.000 más auxilio de transporte y todas las prestaciones de leyContrato a término fijo por 1 año con posibilidad de prórroga Algunas de sus funciones principales serán:- Tabular devoluciones y aplicarlas adecuadamente en el sistema- Recoger y asignar los pedidos según zona- Coordinar los despachos de los clientes- Analizar y realizar seguimientos a los costos de producción, presupuestos e indicadores- Realizar informe de indicadores, costos y ventas- Acompañar la auditoria interna o externa en los procesos a cargo",GRUPO ALIANZA,Tiempo Completo,computrabajo,"3,95","Educación mínima: Universidad / Carrera Profesional
1 año de experiencia
Disponibilidad de viajar: No
Disponibilidad de cambio de residencia: No
","$ 1.900.000,00 (Mensual)",Ingeniero industrial - Contratación inmediata,https://co.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-ingeniero-industrial-contratacion-inmediata-en-bogota-dc-5597BD281A30AF4061373E686DCF3405#lc=ListOffers-Score-7
computrabajo_811c39f85c51d1f491d5293a951e69da,"Bogotá, D.C.",Contrato a término indefinido,"Importante empresa requiere para su equipo de trabajo alineación de vehículos de tipo pesado por lo menos 2 años de experiencia Funciones:* Alineación, de todo tipo de vehículos* Montaje de llantas*HorarioLunes a SábadoEscolaridad: Bachiller o básica primariaTipo de contrato: indefinido directo con la empresaSalario Básico $1.250.000 con todas las prestaciones de ley más auxilios que no constituyen salario por productividad. (promedio $400.000)",PROYECCIÓN LABORAL   S.A.S.,Tiempo Completo,computrabajo,"4,15","Educación mínima: Educación Básica Secundaria
2 años de experiencia
Disponibilidad de viajar: No
Disponibilidad de cambio de residencia: No
","$ 1.250.000,00 (Mensual)",Alienador de Vehículo - Urgente,https://co.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-alienador-de-vehiculo-urgente-en-bogota-dc-D16501CF04A1656A61373E686DCF3405#lc=ListOffers-Score-8
computrabajo_009e55e280b2ac01ed4e697adb607a8a,"Bogotá, D.C.",Contrato de Obra o labor,"¡Si cuentas con experiencia mínima de 3 meses certificados como asesor servicio al cliente call center o presencial esta es la oportunidad de que hagas parte de nuestro maravilloso equipo contamos con excelentes beneficios y condiciones laborales APLICA YA!  ASESORES SERVICIO AL CLIENTE CALL CENTER O PRESENCIAL/ SEDE NORTE O AMERICAS   Tipo de contrato: Obra o Labor  Salario: $1´160.000 + Subsidio de transporte $ 140.606 + Prestaciones de ley+ Variable $100.000 por cumplimiento de indicadores.  HORARIO: Domingo a domingo (turnos rotativos de 8 horas, dando cumplimiento a las 48 horas semanales). Se descansa 2 sábados y 2 domingos.  Funciones: - Atención a clientes que cuentan con productos y servicios de Banco Sede de trabajo: Trabajo presencial en las instalaciones de Nexa BPO – Sede Norte (cerca a Portal Norte) o Américas. Disponibilidad para ambas sedes.  Capacitación:  Mixta (presencial y virtual) paga   ¡¡QUE ESPERAS Y VEN A WORKEAR CON NOSOTROS!!",VENTAS Y SERVICIOS S.A.,Tiempo Completo,computrabajo,"4,11","Educación mínima: Bachillerato / Educación Media
Menos de 1 año de experiencia
Conocimientos: Servicio al cliente, Call Center
Disponibilidad de viajar: No
Disponibilidad de cambio de residencia: No
","$ 1.160.000,00 (Mensual)",aseor servicio al cliente call center o presencial/ norte o americas,https://co.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-aseor-servicio-al-cliente-call-center-o-presencial-norte-o-americas-en-bogota-dc-2AD20C0D3094D7CA61373E686DCF3405#lc=ListOffers-Score-9
computrabajo_c84ba607d463a52c78b10ba277b900bc,"Bogotá, D.C.",Contrato a término indefinido,"Si te encuentras en búsqueda de empleo, ¡Esta es tu oportunidad!Importante empresa del sector retail, requiere para su equipo de trabajo URGENTEMENTE personal que resida en el sur de Bogotá Sur para contratación inmediata y se desempeñe como Asistente de Ventas.Requisitos: Mínimo Bachiller y 6 Meses de experiencia en actividades relacionadas.Funciones: Manejo de Caja, surtido, cargue y descargue de mercancía, rotación de productos y precios, montaje y desmontaje de estantería, orden y aseo permanente de su sitio de trabajo (Incluidos sanitarios), control de inventario, vigilancia, servicio al cliente y demás labores asignadas por su Jefe Inmediato.Horarios: Domingo a Domingo con un día compensatorio entre semana, turnos de mínimo 4 y máximo 10 horas diarias.Remuneración: Salario básico mensual variable (Pago por horas) + Recargos + Horas Extras + Subsidio de Transporte + Todas las prestaciones de Ley**Si no cumple con los requisitos mencionados anteriormente por favor abstenerse de postularse, ya que su Hoja de Vida no se tendrá en cuenta**",D1 S A S,Tiempo Completo,computrabajo,"4,33","Educación mínima: Bachillerato / Educación Media
Menos de 1 año de experiencia
Idiomas: Español
Disponibilidad de viajar: No
Disponibilidad de cambio de residencia: No
","$ 1.337.346,00 (Mensual)",Asistente de ventas Bogotá Sur - Contratación inmediata,https://co.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-asistente-de-ventas-bogota-sur-contratacion-inmediata-en-bogota-dc-5E49324B504444D961373E686DCF3405#lc=ListOffers-Score-10
computrabajo_8071f03c393e3fd79b624cbdf1ab883a,"Bogotá, D.C.",Contrato a término indefinido,"Requerimos profesional en Ingeniería Industrial, administración de empresas o carreras Afines con experiencia en ventas de productos editoriales (producción de libros), venta consultiva de soluciones editoriales o experiencia en venta de artes gráficas o de impresión offset; manejo de técnicas de negociación en procesos de venta consultiva, análisis y conceptos financieros básicos. Excelente expresión Oral y escrita.Salario 70% básico + 30% variable",CARVAJAL TECNOLOGIA Y SERVICIOS S.A.S,Tiempo Completo,computrabajo,,"Educación mínima: Universidad / Carrera Profesional
3 años de experiencia
Disponibilidad de viajar: No
Disponibilidad de cambio de residencia: No
","$ 5.000.000,00 (Mensual)",Gerente de cuenta senior editorial - Bogotá,https://co.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-gerente-de-cuenta-senior-editorial-bogota-en-bogota-dc-F15506F6C5FC49EE61373E686DCF3405#lc=ListOffers-Score-11
computrabajo_ada9501fee973a84a66252f0828121d2,"Bogotá, D.C.",Contrato a término indefinido,"¡En Webhelp Bogotá estamos buscando personas con talento, asesores, Call Center, con excelente actitud para laborar!¿Cuentas con experiencia en call center mínima de 6 meses en áreas como comerciales, servicio al cliente o servicio al cliente presencial? ¡Aplica ya!Disfruta de los beneficios que WEBHELP tiene para ti-Contrato a término indefinido.-Salario: SMMLV + Todo lo de ley + bonificación por cumplimiento de indicadores.- Horarios de Domingo a Domingo, con un día compensatorío entre semana.- ¡Beneficios corporativos y más!-Atención y servicio al cliente, telefónico/ correo.¡SI ERES TÉCNICO, TECNÓLOGO O ESTUDIANTE DE CARRERA PROFESIONAL 100% VIRTUAL, ESTA OFERTA ES PARA TÍ!-TRABAJO PRESENCIAL                                                            ¡PROCESO INMEDIATO!",Webhelp Colombia,Tiempo Completo,computrabajo,"4,31","Educación mínima: Universidad / Carrera técnica
Menos de 1 año de experiencia
Disponibilidad de viajar: No
Disponibilidad de cambio de residencia: No
",,¡Proceso inmediato! /Agente de servicio al cliente/  telefónico / correo,https://co.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-proceso-inmediato-agente-de-servicio-al-cliente-telefonico-correo-en-bogota-dc-F8493B19FF5545E561373E686DCF3405#lc=ListOffers-Score-12
computrabajo_953555cd5f5935b5690e63983423badc,"Bogotá, D.C.",Contrato de Obra o labor,¡Si cuentas con experiencia mínima de 3 meses certificados como asesor comercial  call center o presencial de productos intangibles esta es la oportunidad de que hagas parte de nuestro maravilloso equipo contamos con excelentes beneficios y condiciones laborales APLICA YA!    ASESORES COMERCIALES CALL CENTER O PRESENCIAL/ SEDE NORTE  Tipo de contrato: Obra o Labor  Salario: $1´160.000 + Subsidio de transporte $ 140.606 + Prestaciones de ley+ comisión garantizada de $ 300.000 mil pesos por los primeros dos meses. HORARIO: lunes a viernes 8:00 am – 6:00 pm; sábados de 08:00 am – 12:00 pm  Funciones: - Conseguir donaciones para los participantes de la  fundación  Sede de trabajo: Trabajo presencial en las instalaciones de Nexa BPO – Sede Norte (cerca a Portal Norte)  Días Capacitación:  5 Mixta (presencial y virtual) paga  ¡¡QUE ESPERAS Y VEN A WORKEAR CON NOSOTROS!!,VENTAS Y SERVICIOS S.A.,Tiempo Completo,computrabajo,"4,11","Educación mínima: Bachillerato / Educación Media
Menos de 1 año de experiencia
Conocimientos: Ventas, Call Center, Asesoría comercial
Disponibilidad de viajar: No
Disponibilidad de cambio de residencia: No
","$ 1.160.000,00 (Mensual)",asesor comercial/ sede norte,https://co.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-asesor-comercial-sede-norte-en-bogota-dc-8095C50E61B3710A61373E686DCF3405#lc=ListOffers-Score-13
computrabajo_786bbe10145da60b46820042158f537e,"Bogotá, D.C.",Contrato a término indefinido,"Importante empresa de metalmecánica en Quebec Canada requiere 4 soldadores con experiencia en MIG idealmente también TIG y 4 matriceros con experiencia en sector metalmecánico. Indispensable estudios mínimo de bachillerato finalizado, al menos 3 años de experiencia certificada en el rol al que deseen aplicar, disponibilidad para trasladarse a Quebec para vivir al menos dos años con su familia en este pais, no haber sido deportado de ningún país. NO se requiere el idioma ni se cobra el proceso de solicitud de visa de trabajo canadiense pues todo el proceso es asumido legal y financieramente por la empresa contratante. Salario desde 20 dólares canadienses la hora, en un país con jornada laboral de 8 horas y sistema educativo gratuito.",Aplicar,Tiempo Completo,computrabajo,,"Educación mínima: Bachillerato / Educación Media
3 años de experiencia
Edad: entre 23 y 40 años
Disponibilidad de viajar: Si
Disponibilidad de cambio de residencia: Si
","$ 10.000.000,00 (Mensual)",Soldadores MIG y Matriceros trabajo en Canada,https://co.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-soldadores-mig-y-matriceros-trabajo-en-canada-en-bogota-dc-F306CB2557E773C861373E686DCF3405#lc=ListOffers-Score-14
computrabajo_da6f12b3c1901716ef45414fbce20a0c,"Bogotá, D.C.",Contrato civil por prestación de servicios,¡Trabaja con nosotros!Importante marca deportiva busca para su equipo de trabajo Aerografo con experiencia en atención y servicio al cliente.Indispensable tener conocimiento y manejo de aerografo. Jornada laboral: Viernes a domingo 8 horasSalario: 65.000 por turno,Espacio y Mercadeo S.A.S,Tiempo Parcial,computrabajo,"3,93","Educación mínima: Bachillerato / Educación Media
Menos de 1 año de experiencia
Disponibilidad de viajar: No
Disponibilidad de cambio de residencia: No
",,Asesor con conocimiento y manejo de aerografo - Bogotá trabajo fines de semana,https://co.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-asesor-con-conocimiento-y-manejo-de-aerografo-bogota-trabajo-fines-de-semana-en-bogota-dc-43299B690FCEC0C561373E686DCF3405#lc=ListOffers-Score-15
computrabajo_f279706d1b7f919d7c7ab43052f6fd54,"Bogotá, D.C.",Contrato de Obra o labor,"¿Eres bachiller y quieres trabajar como auxiliar de tienda? ¡Tenemos la vacante ideal para ti! Aplica y serás parte de una de las cadenas de tiendas más reconocidas a nivel Latinoamérica, con ubicación en diversos puntos de Bogotá. ¿Qué ofrecemos? - Posibilidad de estabilidad y crecimiento laboral - SMLV + aux. de transporte + recargos + comisiones y todas las prestaciones de ley - Horario: Domingo a domingo, turnos rotativos de 8 horas (6am - 2pm / 2pm - 10pm / 10pm - 6am) con descanso entre semana. ¿Qué necesitas para aplicar? - Ser bachiller - Contar con mínimo 6 meses de experiencia en manejo de caja registradora, elaboración de inventarios, limpieza del punto de venta, surtido y atención al cliente (sirve experiencia informal) - Tener disposición de tiempo completa (incluso para la noche) y actitud para trabajar ¿Qué esperas para ser parte de este gran equipo de trabajo? ¡Buscamos tu talento!Te esperamos este LUNES 30 DE ENEROAvenida Cl. 127 # 17a-63, Bogotá (Cerca a la estación de Transmilenio de la Calle 127, sali por el costado norte y caminar hacia el centro comercial Unicentro, cerca al farmatodo de la 127)Preguntar por: Alejandra Fraile de AdeccoRecuerda traer tu hoja de vida actualizada, copia de tu documento de identificación, acta o diploma de bachiller y certificados laborales",Adecco Colombia S.A.,Tiempo Completo,computrabajo,"4,32","Educación mínima: Bachillerato / Educación Media
Menos de 1 año de experiencia
Disponibilidad de viajar: No
Disponibilidad de cambio de residencia: No
",,Urgente Gran Convocatoria Meseros (Zona Norte)) - Bogotá,https://co.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-urgente-gran-convocatoria-meseros-zona-norte-bogota-en-bogota-dc-08B833251B4565C361373E686DCF3405#lc=ListOffers-Score-16
computrabajo_7c42c1f8700037c9bb8e1120b76d357e,"Bogotá, D.C.",Contrato de Obra o labor,"Si estas en Bogotá y tienes la experiencia, postúlateSomos una compañía de contact center que nace hace más de 20 años. Con más de 72 sites a nivel mundial, hoy cuenta con más de 35.000 empleados. Actualmente nos encontramos en la búsqueda de agentes de ventas, con marcadas habilidades comerciales y orientación al logro. Debes saber:Salario: $1,160,000 Subsidio de transporte $117,172+comisiones sin techo ,horarios de lunes a domingo horarios rotativos en el  de tiempo de 7 am a 8 pm Contrato directo con la empresa a término obra o labor 6 días de capacitación remunerados Si cumples con los requisitos no dudes en aplicar a esta oferta.  ¡Te esperamos!",INTELCIA,Tiempo Completo,computrabajo,"4,10","Educación mínima: Bachillerato / Educación Media
Menos de 1 año de experiencia
","$ 1.500.000,00 (Mensual)","Estamos en busca de tecnicos,tecnologos o estudiantes con experiencia en atención al cliente presencial o vía call center  certificable",https://co.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-estamos-en-busca-de-tecnicostecnologos-o-estudiantes-con-experiencia-en-atencion-al-cliente-presencial-o-via-call-center-certificable-en-bogota-dc-3E53653A0E55E61961373E686DCF3405#lc=ListOffers-Score-17
computrabajo_bb6fa6104b05c4f321bd31e5447f55f0,"Bogotá, D.C.",Contrato a término indefinido,"Importante empresa  Comercializadora de insumos médicos, equipos y reactivos de laboratorio para el Sector Salud y productos de limpieza y desinfección para el Sector AgroIndustrial.Esta en búsqueda de Asesor comercial el cual debe ser tecnólogo, profesional o estudiante de últimos semestres en ingeniería agrónoma o agrícola.Principales funciones: *Atender y valorar las necesidades de los clientes *Realizar estudio de mercadeo *Visitar a clientes*Consolidar base de datos de clientes activos y en proyección. *Facturación, inducción, reinducción, capacitación, entre otras funciones asociadas al cargo. Indispensable contar con vehículo y dos años de experiencia como asesor comercial en sectores relacionados. Horario de lunes a viernes Salario: $1.500.000 + Aux no salarial de $1.000.000+ todas las prestaciones de ley+ comisiones por venta.",GRUPO ALIANZA,Tiempo Completo,computrabajo,"3,95","Educación mínima: Universidad / Carrera tecnológica
2 años de experiencia
Disponibilidad de viajar: No
Disponibilidad de cambio de residencia: No
","$ 2.600.000,00 (Mensual)",Asesor comercial - Agronomo o Agronomia,https://co.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-asesor-comercial-agronomo-o-agronomia-en-bogota-dc-D4D3FE26CD0F2D9361373E686DCF3405#lc=ListOffers-Score-18
computrabajo_9cb67cfa855605577b1e564ddda0ed5d,"Bogotá, D.C.",Contrato a término fijo,"Requerimientos:1. mínimo 2 años de experiencia reciente como supervisor, jefe, lider en venta multiproductos, manejo de presupuestos, seguimiento de equipos, KPIS, presentación de productos y servicio al cliente. 2. Experiencia en consumo masivo, autoservicios o superetes..COMPETENCIAS .Proactivo, solucione de problemas, liderazgoBENEFICIOSContrato directo con la compañia. Salario fijo, $2,400.000+ variable de 1,600 000 + beneficios corporativosDisponibilidad horario: 8am a 5pm y sabados 8am a 2pm.",MANPOWER PROFESSIONAL LTDA,Tiempo Completo,computrabajo,"4,41","Educación mínima: Universidad / Carrera técnica
2 años de experiencia
Disponibilidad de viajar: No
Disponibilidad de cambio de residencia: No
","$ 2.400.000,00 (Mensual)",supervisor/a comercial con experiencia mínimo de 2 años consumo masivo - carreras administrativas.,https://co.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-supervisora-comercial-con-experiencia-minimo-de-2-anos-consumo-masivo-carreras-administrativas-en-bogota-dc-6E163230B8D5689161373E686DCF3405#lc=ListOffers-Score-19
computrabajo_5507cac74caae361af6acb485903a694,"Bogotá, D.C.",Contrato a término indefinido,"¡Trabaja con el Grupo Éxito!Buscamos personas como tú con excelentes habilidades para desarrollarse como el Chef de nuestra cocina del Éxito Centro Mayor.¿Qué te ofrecemos?*Estabilidad laboral con un contrato directo con la empresa.*Salario básico de 3,784,200 + prestaciones de ley.*Beneficios adicionales de la empresa.*Plan carrera.¿Que necesitas?*Disponibilidad de tiempo para laborar de Domingo a Domingo turnos de 8  horas.*Deseable Tecnologo o profesional en Gastronomia o a fines.*Experiencia reciente y continua de dos och8 años y específica de cuatro años en cargos similares en restaurantes y hoteles, *Experiencia en manejo de personal (grupos de 25 personas o más)*Ser expertos en control de inventarios, control del costo y gasto para determinar las cantidades de materia prima que se requieren para cubrir los requerimientos del área, manejo de indicadores de gestión.¡Aplica y no te pierdas esta oportunidad!SOLO APLICAR SI CUENTA CON TODOS LOS REQUISITOS PARA QUE SU HOJA DE VIDA PUEDA SER TENIDA EN CUENTA.",Grupo Éxito,Tiempo Completo,computrabajo,"4,36","Educación mínima: Universidad / Carrera tecnológica
1 año de experiencia
Edad: A partir de 18 años
Disponibilidad de viajar: No
Disponibilidad de cambio de residencia: No
","$ 3.784.200,00 (Mensual)",Chef Éxito Centro Mayor,https://co.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-chef-exito-centro-mayor-en-bogota-dc-0E7572A0A5055BCD61373E686DCF3405#lc=ListOffers-Score-0
computrabajo_039494838bf0230f3be05077542d652b,"Bogotá, D.C.",Contrato de Obra o labor,Buscas estabilidad laboral ? Si eres tecnico o tecnologo en areas administrativas y/o afines y tienes experiencia como recepcionista en el area  o sector hotelero con mas de 2 años de experiencia en el cargo  es tu oportunidad !!!funciones basicas del cargo:Brindar atención al personal interno y externo en sus requerimientos de información; mantener el control en la recepción de correspondencia; además de brindar apoyo en actividades administrativas encomendadas para el logro y consecución de los objetivos Institucionales. manejo de paquete office manejo de sofware zeusLLAMADA Y CONTRATACION INMEDIATA,PERSOM S.A.S,Tiempo Completo,computrabajo,"4,01","Educación mínima: Universidad / Carrera técnica
2 años de experiencia
Disponibilidad de viajar: No
Disponibilidad de cambio de residencia: No
","$ 1.500.000,00 (Mensual)",recepcionista,https://co.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-recepcionista-en-bogota-dc-696DEE2AE63728EB61373E686DCF3405#lc=ListOffers-Score-1
computrabajo_952af6b2cfbe7ac110376fcbd54e2411,"Bogotá, D.C.",Contrato a término indefinido,"Estamos en búsqueda de Gestor de Conocimientos. Responsable de gestionar, planificar y ejecutar los diversos procesos asociados a los requerimientos del negocio, según competencias y/o requisitos demandados ya sea : ejecutar el Proceso de Monitoreo de interacciones de los agentes con los usuarios de los servicios/ Ejecutar el proceso de capacitación establecido para la Gerencia/ Asegurar que se cumpla el proceso y las políticas de la Gestión de Configuraciones/ manejar el sistema de distribución de llamados, asignados Skill a los agentes/ . Realiza el seguimiento y la auditoria de los procesos de gestión en la Calidad de la información en la atención de las Mesas de Servicio/ Asegurar la correcta interacción entre los procesos asignados, hacer análisis de los indicadores con el objetivo de proponer mejoras de los procesos que redunden en la eficiencia de éstos/ generar la planificación y optimización de los recursos de las mesas de ayuda, realizando un seguimiento a distintos indicadores que reflejen desvíos en las variables que implican el cumplimiento de los SLA comprometidos con el cliente.Profesional en administración, sistemas, o carreras afines con 1 año de experiencia especifica en la creación, formulación y ejecución de gestión del conocimiento. Requerido Certificación ITIL(R) Foundations v3 o superior, conocimiento en estandarización de procesos, flujogramas y entrenamiento de equipos de trabajo. Competencias: Liderazgo, fluidez verbal, comunicación efectiva, consolidación de equipos, flexibilidad, orientación a resultados.Horario: Lunes - viernes  8:00 am - 6:00 pm",Sonda,Tiempo Completo,computrabajo,"4,14","Educación mínima: Universidad / Carrera Profesional
1 año de experiencia
Disponibilidad de viajar: No
Disponibilidad de cambio de residencia: No
","$ 2.000.000,00 (Mensual)",Gestor de Conocimientos con ITIL,https://co.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-gestor-de-conocimientos-con-itil-en-bogota-dc-F39FD7F8B106F69661373E686DCF3405#lc=ListOffers-Score-2
